,epoch,loss,accuracy,precision,recall,F1
0,0,0.08238326758146286,0.9756374955177307,0.9272060394287109,0.8003232479095459,0.8591049909591675
1,10,0.08320347964763641,0.9765312671661377,0.9539040923118591,0.7891106605529785,0.8637171983718872
2,20,0.07840235531330109,0.9766250252723694,0.9305969476699829,0.811288058757782,0.8668565154075623
3,30,0.08310285210609436,0.975418746471405,0.932619035243988,0.7921132445335388,0.8566429615020752
4,40,0.09842570871114731,0.971137523651123,0.909935474395752,0.7476146817207336,0.8208271861076355
5,50,0.06393756717443466,0.9814437627792358,0.9529212117195129,0.8473532199859619,0.8970419764518738
6,60,0.07922744005918503,0.9765437245368958,0.9406182169914246,0.8228543400764465,0.877804160118103
7,70,0.08113300055265427,0.9762750267982483,0.9062321186065674,0.8357114791870117,0.8695443272590637
8,80,0.07576112449169159,0.9775500297546387,0.9340812563896179,0.8150273561477661,0.8705025911331177
9,90,0.07265480607748032,0.9782812595367432,0.9251808524131775,0.8318542242050171,0.8760389685630798
10,100,0.08228860795497894,0.9763687252998352,0.9090312719345093,0.8311783671379089,0.8683633804321289
11,110,0.07054772228002548,0.9797624945640564,0.9098517298698425,0.8604554533958435,0.88446444272995
12,120,0.07416072487831116,0.979256272315979,0.9417213201522827,0.8149961233139038,0.8737878799438477
13,130,0.09068118035793304,0.9740375280380249,0.9527326226234436,0.775583803653717,0.8550794720649719
14,140,0.0783466324210167,0.9794999957084656,0.928692102432251,0.8456034660339355,0.8852022886276245
15,150,0.10936665534973145,0.970981240272522,0.9504132270812988,0.7398828864097595,0.8320370316505432
16,160,0.07005397975444794,0.9789749979972839,0.9287930130958557,0.8441413640975952,0.8844462037086487
17,170,0.06963853538036346,0.9816374778747559,0.9251126646995544,0.8724451661109924,0.898007333278656
18,180,0.07770781219005585,0.9771124720573425,0.9324679374694824,0.8237340450286865,0.8747348785400391
19,190,0.07781879603862762,0.9766374826431274,0.9465318918228149,0.8111857175827026,0.8736478686332703
20,200,0.08821908384561539,0.9756749868392944,0.9373693466186523,0.7970508933067322,0.8615339994430542
21,210,0.06833850592374802,0.9792374968528748,0.9373884201049805,0.8430176377296448,0.8877019882202148
22,220,0.07864032685756683,0.9777437448501587,0.927196741104126,0.7962159514427185,0.8567289710044861
23,230,0.06740640103816986,0.9792937636375427,0.870273768901825,0.890449047088623,0.8802458047866821
24,240,0.06505470722913742,0.9809125065803528,0.921627938747406,0.8578973412513733,0.88862144947052
25,250,0.09747599065303802,0.974581241607666,0.9700714945793152,0.7721675634384155,0.8598794937133789
26,260,0.07447469234466553,0.9792437553405762,0.9319425225257874,0.8541784286499023,0.8913676142692566
27,270,0.06854338198900223,0.9799937605857849,0.9280893802642822,0.8526666760444641,0.8887808322906494
28,280,0.06987323611974716,0.978600025177002,0.9266460537910461,0.8382411599159241,0.8802294731140137
29,290,0.07750587165355682,0.9779000282287598,0.9159210324287415,0.837740957736969,0.8750882744789124
30,300,0.06700874865055084,0.980650007724762,0.9318405985832214,0.8614763617515564,0.8952780365943909
31,310,0.06874324381351471,0.979687511920929,0.910380482673645,0.8581377267837524,0.8834874629974365
32,320,0.07964004576206207,0.9773687720298767,0.9446108937263489,0.7988631725311279,0.8656450510025024
33,330,0.08117135614156723,0.9772812724113464,0.9107651710510254,0.826734721660614,0.8667179942131042
34,340,0.072786346077919,0.9776250123977661,0.9116294980049133,0.8557375073432922,0.8827997446060181
35,350,0.07094599306583405,0.9789000153541565,0.9494564533233643,0.8348851799964905,0.8884925842285156
36,360,0.07955048233270645,0.9776124954223633,0.920331597328186,0.8191720843315125,0.8668104410171509
37,370,0.11644160747528076,0.9677000045776367,0.9616805911064148,0.6743963956832886,0.7928159236907959
38,380,0.0899747759103775,0.9728187322616577,0.919103741645813,0.7960430979728699,0.8531586527824402
39,390,0.08272664994001389,0.975543737411499,0.9309950470924377,0.8023393154144287,0.8618925213813782
40,400,0.07424464821815491,0.9776625037193298,0.9386482238769531,0.8363669514656067,0.8845607042312622
41,410,0.11424165964126587,0.9699125289916992,0.9407387971878052,0.7192685604095459,0.8152299523353577
42,420,0.11210187524557114,0.969306230545044,0.9510922431945801,0.7116199135780334,0.814111053943634
43,430,0.0892634242773056,0.9757875204086304,0.9544060230255127,0.7759655117988586,0.855985164642334
44,440,0.09414564073085785,0.9734312295913696,0.9201769232749939,0.8011614680290222,0.8565547466278076
45,450,0.07975641638040543,0.9758687615394592,0.9107106924057007,0.8439702987670898,0.8760712742805481
46,460,0.07830390334129333,0.9764124751091003,0.9303920865058899,0.8209620714187622,0.8722582459449768
47,470,0.07242041826248169,0.97904372215271,0.9411898255348206,0.8286303877830505,0.8813307285308838
48,480,0.0826939269900322,0.9771124720573425,0.9301183223724365,0.8211024403572083,0.8722172379493713
49,490,0.07211679965257645,0.9787625074386597,0.9333814382553101,0.8393587470054626,0.8838767409324646
50,500,0.08838153630495071,0.9759250283241272,0.9293250441551208,0.8028820157051086,0.8614886999130249
51,510,0.06663429737091064,0.9810437560081482,0.959590494632721,0.8312281370162964,0.8908088803291321
52,520,0.06526503711938858,0.9804999828338623,0.9187366962432861,0.8676273226737976,0.8924508094787598
53,530,0.08141709119081497,0.9762687683105469,0.9384436011314392,0.8133375644683838,0.8714232444763184
54,540,0.08125531673431396,0.9771000146865845,0.9390336275100708,0.8126229047775269,0.8712669610977173
55,550,0.08260408788919449,0.9751062393188477,0.9018104076385498,0.8300875425338745,0.8644638657569885
56,560,0.07880740612745285,0.9766562581062317,0.9167263507843018,0.8327154517173767,0.8727036714553833
57,570,0.07470457255840302,0.9775062203407288,0.8658897876739502,0.8938425779342651,0.8796442151069641
58,580,0.08033765852451324,0.9783187508583069,0.9419909119606018,0.8120455741882324,0.8722048401832581
59,590,0.1039535254240036,0.9717875123023987,0.9581884741783142,0.7321333885192871,0.8300451636314392
60,600,0.087552011013031,0.9761437773704529,0.9440755248069763,0.8070639967918396,0.870209813117981
61,610,0.0785442516207695,0.9761750102043152,0.9246004819869995,0.8333128094673157,0.8765863180160522
62,620,0.09623118489980698,0.9723374843597412,0.944174587726593,0.7609267830848694,0.8427038788795471
63,630,0.05899791792035103,0.9825000166893005,0.9263477325439453,0.8856332302093506,0.9055330753326416
64,640,0.07186327129602432,0.979687511920929,0.9064192175865173,0.8457937240600586,0.8750576376914978
65,650,0.08882024139165878,0.9756937623023987,0.941300094127655,0.8014315962791443,0.8657530546188354
66,660,0.09935730695724487,0.9734812378883362,0.9534921646118164,0.7615923881530762,0.846806526184082
67,670,0.07454308122396469,0.9774500131607056,0.9103919267654419,0.8427534699440002,0.8752678632736206
68,680,0.10367940366268158,0.971637487411499,0.961325466632843,0.7274360060691833,0.8281841278076172
69,690,0.09571491926908493,0.9751187562942505,0.9591601490974426,0.7833050489425659,0.8623586297035217
70,700,0.09832490980625153,0.9721375107765198,0.9060531258583069,0.7759715914726257,0.8359823226928711
71,710,0.07568518072366714,0.976493775844574,0.8886710405349731,0.8539325594902039,0.8709555268287659
72,720,0.07896041125059128,0.9778125286102295,0.9386532306671143,0.8111202120780945,0.8702390193939209
73,730,0.07155898213386536,0.9783437252044678,0.9276853203773499,0.8301631212234497,0.8762190341949463
74,740,0.0984480157494545,0.9728875160217285,0.9221703410148621,0.790959358215332,0.8515400290489197
75,750,0.10277034342288971,0.9714937210083008,0.9115231037139893,0.7812297940254211,0.8413620591163635
76,760,0.09163018316030502,0.9753437638282776,0.940197229385376,0.7889962792396545,0.8579862713813782
77,770,0.07142430543899536,0.9796937704086304,0.9339882135391235,0.8416040539741516,0.8853927850723267
78,780,0.0845387801527977,0.9760812520980835,0.9098313450813293,0.8305151462554932,0.8683658242225647
79,790,0.06612015515565872,0.980525016784668,0.938145101070404,0.845671534538269,0.8895114064216614
80,800,0.07959059625864029,0.9761062264442444,0.9247415661811829,0.8156237602233887,0.8667619228363037
81,810,0.0782715305685997,0.9787999987602234,0.9276063442230225,0.8314753770828247,0.8769141435623169
82,820,0.07950106263160706,0.9773250222206116,0.9450864791870117,0.8213862180709839,0.878905177116394
83,830,0.10661224275827408,0.9702437520027161,0.9343834519386292,0.7282284498214722,0.8185248374938965
84,840,0.05849819257855415,0.9831374883651733,0.9233015775680542,0.8760390877723694,0.8990495800971985
85,850,0.09652157127857208,0.9738249778747559,0.9244372844696045,0.7797667384147644,0.8459614515304565
86,860,0.09204189479351044,0.976687490940094,0.9600692987442017,0.7908908128738403,0.8673070073127747
87,870,0.08671068400144577,0.9743375182151794,0.8932758569717407,0.8142020106315613,0.8519080281257629
88,880,0.08246677368879318,0.9753312468528748,0.9107494354248047,0.8428788185119629,0.8755006790161133
89,890,0.06645656377077103,0.9807812571525574,0.9318920373916626,0.8500896692276001,0.8891133069992065
90,900,0.08183065056800842,0.9778875112533569,0.9357460141181946,0.8224985003471375,0.8754751682281494
91,910,0.07505655288696289,0.9793999791145325,0.9302713871002197,0.845935583114624,0.8861013650894165
92,920,0.08195728063583374,0.9773062467575073,0.9547250866889954,0.7816698551177979,0.8595739006996155
93,930,0.0647771880030632,0.9819187521934509,0.9431579113006592,0.8544377088546753,0.8966084122657776
94,940,0.0706937313079834,0.9793499708175659,0.9390205144882202,0.8231809139251709,0.8772933483123779
95,950,0.0760691910982132,0.9778937697410583,0.9104834198951721,0.8513238430023193,0.879910409450531
96,960,0.09061335027217865,0.9745062589645386,0.9234921336174011,0.8096800446510315,0.8628492951393127
97,970,0.0783231109380722,0.9771249890327454,0.9303577542304993,0.8306660652160645,0.8776901364326477
98,980,0.06376250833272934,0.9814437627792358,0.9295060038566589,0.8628454208374023,0.8949360847473145
99,990,0.0798090323805809,0.9786812663078308,0.9511557221412659,0.7992485761642456,0.8686105608940125
